product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
1106,Крольчатина,5762,103,Мясо,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",1990-01-01,2028-02-20,1.03,Cancelled
1107,Курт,6491,727,Молочные продукты,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2010-01-02,2017-07-16,0.27,Refunded
1108,Шелковица,7112,447,Фрукты,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2020-03-03,2026-04-02,4.52,Returned
1109,Перец болгарский,9163,45,Овощи,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,1997-03-02,2009-05-04,1.61,New
1110,Тмин молотый,1523,77,Бакалея,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2009-01-12,2024-01-11,3.22,Available for Pickup
1111,Кабачок,7445,567,Овощи,Помогает поддерживать нормальный уровень артериального давления.,1997-06-17,2028-08-03,4.77,Pending
1112,Черника,3654,846,Фрукты,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2003-04-06,2019-01-10,1.64,Awaiting Payment
1113,Фейхоа,5781,80,Фрукты,Помогает поддерживать нормальный уровень холестерина в крови.,2009-02-04,2015-01-17,4.32,Awaiting Review
1114,Крыжовник,9260,594,Фрукты,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2018-04-03,2023-07-20,0.59,Sold
1115,Омская,9918,647,Напитки,Отличается низкой калорийностью и высоким содержанием белка.,2008-08-15,2010-08-16,3.4,Refunded
1116,Голландский сыр,7455,942,Молочные продукты,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2000-11-04,2006-01-03,1.11,Pending
1117,Варенье,2394,781,Бакалея,Помогает нормализовать артериальное давление и уровень холестерина.,2006-07-01,2009-01-01,0.18,On Backorder
1118,Пакеты для ярмарки,7176,107,Товары для дома,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2016-04-02,2022-07-13,3.52,Shipping
1119,Мята перечная сушеная,8561,869,Бакалея,Помогает поддерживать нормальный обмен веществ и метаболизм.,2008-02-17,2018-04-12,1.76,Sold
1120,Петрушка сушеная,6273,438,Бакалея,"Является источником витаминов группы B, необходимых для энергетического обмена.",2011-04-01,2023-03-07,0.82,Backorder
1121,Вяленое мясо,1554,653,Мясо,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2002-05-26,2009-07-08,1.21,Shipping
1122,Горох,2821,930,Овощи,Отличается низкой вероятностью возникновения побочных эффектов при употреблении.,1990-03-03,2018-01-20,3.55,Delivered
1123,Морковь,6192,765,Овощи,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,1997-01-04,2022-02-07,3.6,New
1124,Сыр,509,387,Молочные продукты,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2022-08-04,2028-04-01,4.78,Backorder
1125,Помидор,2924,326,Овощи,"Обладает мягким вкусом, который нравится многим потребителям.",1995-02-03,2004-01-17,3.72,On Backorder
1126,Редис,5874,928,Овощи,Способствует нормализации обмена веществ в организме.,1997-02-17,2024-05-02,0.12,Returned
1127,Тимьян сушеный,4338,969,Бакалея,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2007-02-01,2030-02-21,4.7,Out of Stock
1128,Полба,6478,965,Бакалея,Отличается низкой калорийностью и высоким содержанием белка.,2013-04-01,2030-03-20,3.19,Out of Stock
1129,Перец болгарский,2485,855,Овощи,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2000-02-01,2028-01-07,2.52,New
1130,Тимьян сушеный,4013,187,Бакалея,Является неотъемлемой частью рациона многих народов мира.,1991-07-07,2018-04-22,0.46,On Backorder
1131,Цукини,5021,171,Овощи,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",2000-01-07,2009-06-12,4.64,Shipping
1132,Верблюжье молоко,8755,338,Молочные продукты,"Отличается устойчивостью к температурным изменениям, что облегчает хранение.",2005-01-14,2026-01-18,1.22,Available for Pickup
1133,Скалки,2246,677,Товары для дома,"Отличается высоким содержанием антиоксидантов, защищающих клетки от окислительного стресса.",1997-05-01,2025-04-12,0.02,Awaiting Review
1134,Петрушка сушеная,4817,241,Бакалея,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2004-02-06,2008-06-02,2.06,Shipping
1135,Айва,5880,625,Фрукты,Способствует улучшению работы пищеварительной системы.,2005-02-01,2016-03-01,0.03,Backorder
1136,Щавель,224,469,Овощи,Помогает нормализовать артериальное давление и уровень холестерина.,1998-02-14,2014-01-19,1.24,Awaiting Review
1137,Вареники с мясом,3728,59,Мясо,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1991-01-12,2027-09-02,3.02,Pending
1138,Подушки,3106,739,Товары для дома,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",1992-07-25,2003-10-07,0.54,New
1139,Чечевица,5767,303,Овощи,Подходит для людей с чувствительным пищеварением.,2009-04-02,2009-06-02,4.66,Pending
1140,Пакеты для тренинга,9619,977,Товары для дома,Помогает поддерживать нормальный уровень глюкозы в крови.,2022-02-05,2029-10-09,2.37,Cancelled
1141,Лимон,7593,263,Фрукты,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,1993-04-06,1994-07-20,3.87,Temporarily Unavailable
1142,Кондиционер для белья,4310,707,Товары для дома,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",1999-02-28,2029-06-06,0.57,Sold
1143,Батат,5367,299,Овощи,Способствует нормализации обмена веществ в организме.,2018-03-01,2022-02-21,2.89,Available for Pickup
1144,Брынза,699,889,Молочные продукты,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2002-09-05,2021-07-08,3.37,Awaiting Payment
1145,Пирожки с мясом,1251,198,Мясо,Отличается хорошей совместимостью с другими продуктами питания.,2007-02-14,2023-08-06,0.9,New
1146,Помело,9975,52,Фрукты,Отличается способностью повышать общий тонус и работоспособность.,2011-02-24,2029-06-06,0.62,Awaiting Review
1147,Турнепс,8073,522,Овощи,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",2021-04-05,2026-03-09,3.64,Available for Pickup
1148,Помело,5444,999,Фрукты,Прошел проверку на соответствие экологическим нормам и стандартам.,2008-01-01,2021-04-15,3.69,On Backorder
1149,Робот-пылесос,7532,988,Товары для дома,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2000-05-16,2014-06-02,1.11,In Stock
1150,Пакеты для Нового года,9912,971,Товары для дома,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",1994-03-03,2001-07-10,4.63,Out of Stock
1151,Чабрец сушеный,795,316,Бакалея,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",2000-03-16,2013-04-11,2.6,Delivered
1152,Каша из проса,4140,116,Бакалея,"Отличается высоким содержанием пиридоксина, необходимого для синтеза нейромедиаторов.",2009-08-15,2013-01-17,0.88,Sold
1153,Миргородская,1131,835,Напитки,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,1993-09-18,1997-01-09,0.16,Pending
1154,Редис,6895,334,Овощи,"Богат кальцием, необходимым для укрепления костей и зубов.",2016-07-17,2018-04-09,0.71,In Stock
1155,Квас хлебный,8346,909,Напитки,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2000-02-06,2028-04-01,0.84,In Stock
1156,Adrenaline Rush,9063,320,Напитки,"Помогает поддерживать нормальный уровень дигидротестостерона, гормона, отвечающего за половое созревание у мужчин.",2000-09-02,2007-02-02,4.24,Refunded
1157,Сметана,3208,127,Молочные продукты,Помогает поддерживать нормальный обмен веществ и метаболизм.,2009-08-19,2013-02-21,0.75,On Backorder
1158,Фольга алюминиевая,1061,811,Товары для дома,Отличается простотой в использовании и хранении.,2012-05-04,2019-08-01,0.08,On Backorder
1159,7UP,4046,689,Напитки,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1990-04-19,2008-04-23,1.59,Shipping
1160,Лук-порей,2251,952,Овощи,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,1999-05-04,2016-01-01,4.98,In Stock
1161,Зельц,5217,756,Мясо,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2015-01-17,2016-06-12,4.82,In Stock
1162,Тоник,1269,269,Напитки,Отличается низкой вероятностью возникновения побочных эффектов при употреблении.,1990-01-13,2000-02-24,0.91,Pending
1163,Mountain Dew,4742,791,Напитки,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",2014-09-01,2020-02-05,4.33,Backorder
1164,Мягкие игрушки,4267,841,Товары для дома,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2013-10-04,2016-01-02,1.26,In Stock
1165,Фахитас с мясом,7593,242,Мясо,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,2000-02-01,2013-02-15,3.85,Returned
1166,Кондиционер для волос,1033,458,Товары для дома,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",1998-02-01,2029-02-25,1.59,Sold
1167,Портулак,271,819,Овощи,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2004-04-05,2019-03-02,3.37,Cancelled
1168,Ямс,2079,844,Овощи,Является важным компонентом сбалансированного рациона питания.,1996-04-08,2006-06-03,4.85,Shipping
1169,Лук-порей,3552,696,Овощи,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2018-02-02,2019-05-10,3.73,Shipping
1170,Курт,5555,718,Молочные продукты,Идеален для перекусов между основными приемами пищи.,2002-01-01,2014-01-13,2.55,New
1171,Вареники с мясом,2529,689,Мясо,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1992-03-14,1995-05-01,1.65,On Backorder
1172,Пармезан,9538,244,Молочные продукты,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",2011-01-18,2018-01-03,2.72,Awaiting Review
1173,Копчености,4469,743,Мясо,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2008-01-16,2011-09-05,1.57,Delivered
1174,Козлятина,5989,479,Мясо,Подходит для людей с различными пищевыми предпочтениями и аллергиями.,2020-03-23,2023-04-12,1.74,In Stock
1175,Горох,9757,251,Овощи,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2011-02-03,2011-03-01,4.12,Sold
1176,Ополаскиватель для полости рта,4654,535,Товары для дома,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",1993-02-02,2002-02-02,3.14,Delivered
1177,Растительное масло кунжутное,2753,113,Бакалея,Отличается гипоаллергенностью и безопасностью для большинства людей.,1997-05-02,2023-02-10,3.55,Refunded
1178,Лимон,2135,43,Фрукты,"Помогает поддерживать нормальный уровень танинов, веществ, обладающих вяжущими и антисептическими свойствами.",2015-03-04,2026-02-18,0.98,Returned
1179,Куриные бедра,5562,156,Мясо,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1994-02-05,2016-02-01,4.14,Available for Pickup
1180,Укроп,8282,161,Овощи,Является важным компонентом рациона для поддержания гормонального баланса.,2007-01-14,2011-02-02,1.31,Available for Pickup
1181,Эмменталь,4692,364,Молочные продукты,Отличается удобством использования и экономичностью в расходе.,1992-02-21,1992-03-06,4.73,Refunded
1182,Варенец,8800,433,Молочные продукты,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",1991-06-07,2022-02-05,3.66,New
1183,Моцарелла,6510,935,Молочные продукты,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",1993-09-05,2004-02-01,1.03,Backorder
1184,Сливки,4483,480,Молочные продукты,Может использоваться в детском питании начиная с раннего возраста.,2007-10-02,2011-05-03,0.82,Awaiting Review
1185,Папайя,6560,512,Фрукты,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1990-06-07,2014-01-02,4.67,Cancelled
1186,Сухое молоко,3813,704,Бакалея,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",2018-02-03,2027-01-06,1.24,On Backorder
1187,Сыр,5305,312,Молочные продукты,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2013-01-03,2026-01-06,0.98,In Stock
1188,Слива,1052,13,Фрукты,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",2005-01-01,2030-03-04,0.95,Refunded
1189,Тостер,5401,205,Товары для дома,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",2004-03-01,2029-01-02,4.74,Pending
1190,Укроп,5853,82,Овощи,"Подходит для использования в диетах, направленных на снижение веса.",1998-01-09,2007-03-11,3.61,Temporarily Unavailable
1191,Студень,8739,225,Мясо,"Отличается высоким содержанием рутина, флавоноида, укрепляющего сосуды и улучшающего кровообращение.",1999-06-10,2010-02-07,2.29,In Stock
1192,Боржоми,6807,104,Напитки,Помогает поддерживать нормальный уровень гормонов в организме.,2005-01-01,2021-01-02,2.82,Pending
1193,Окра,5022,196,Овощи,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2019-05-01,2023-01-17,1.43,Available for Pickup
1194,Сухое молоко,6164,417,Бакалея,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,1996-01-01,1999-01-01,4.46,Delivered
1195,Мыло жидкое,5086,261,Товары для дома,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,2007-07-03,2017-06-20,3.82,Awaiting Payment
1196,Карбонад,2624,811,Мясо,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2000-04-04,2022-01-19,4.58,On Backorder
1197,Просо,3031,984,Бакалея,"Богат кальцием, необходимым для укрепления костей и зубов.",1992-04-07,1993-05-14,4.85,Returned
1198,Куриные субпродукты,1776,138,Мясо,Прошел проверку на соответствие экологическим нормам и стандартам.,2013-05-03,2018-01-13,2.6,Sold
1199,Бадьян,5996,185,Бакалея,"Отличается высоким содержанием фтора, необходимого для здоровья зубов и костей.",2006-06-03,2026-01-17,1.45,Delivered
1200,Ласси,3513,892,Молочные продукты,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2000-04-07,2009-03-02,2.73,In Stock
1201,Чай зеленый,1907,681,Бакалея,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",2001-01-08,2009-02-02,3.66,Backorder
1202,Coca-Cola Zero,9188,661,Напитки,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2019-02-22,2025-03-09,0.43,In Stock
1203,Пакеты для путешествий,3919,158,Товары для дома,Отличается высоким уровнем биологической доступности питательных веществ.,2017-01-18,2030-11-03,4.98,Backorder
1204,Йогурт,3815,471,Молочные продукты,Помогает поддерживать нормальный уровень триглицеридов в крови.,2020-02-07,2030-01-06,1.74,Awaiting Review
1205,Цветная капуста,2657,382,Овощи,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1996-04-10,2015-01-08,1.62,Available for Pickup
1206,Фейхоа,7928,94,Фрукты,"Помогает поддерживать нормальный уровень 5-гидрокситриптофана (5-HTP), предшественника серотонина.",1997-08-04,2010-05-02,3.65,Cancelled
1207,Bonaqua,5871,542,Напитки,"Отличается высоким содержанием фтора, необходимого для здоровья зубов и костей.",2011-04-01,2015-06-04,4.8,On Backorder
1208,Бифштекс,8409,855,Мясо,Помогает укреплять стенки сосудов и улучшать кровообращение.,2006-01-03,2008-03-15,1.5,On Backorder
1209,Грейпфрут,3688,363,Фрукты,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2013-07-05,2020-02-17,3.39,Sold
1210,Каймак,2508,43,Молочные продукты,"Отличается высоким содержанием эвгенола, вещества, обладающего обезболивающими и антисептическими свойствами.",2003-01-08,2026-02-03,4.74,Out of Stock
1211,Пакеты для офиса,9983,934,Товары для дома,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2009-02-02,2015-04-03,2.21,Delivered
1212,Курт,3056,682,Молочные продукты,Помогает предотвратить дефицит витаминов и минералов в организме.,2005-05-04,2030-01-01,3.2,Cancelled
1213,Озеро Медвежье,7246,134,Напитки,Отличается высокими показателями усвояемости организмом.,1998-01-18,2015-06-02,4.98,Awaiting Review
1214,Пастила,8823,766,Бакалея,Помогает поддерживать нормальный уровень холестерина в крови.,2016-01-10,2023-01-22,2.03,Pending
1215,Швабра,8414,421,Товары для дома,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2012-01-08,2016-08-10,1.95,Awaiting Review
1216,Инжир,3341,965,Фрукты,"Помогает поддерживать нормальный уровень дофамина, гормона, отвечающего за мотивацию и удовольствие.",2000-01-04,2007-04-01,2.41,Awaiting Payment
1217,Тако с мясом,925,76,Мясо,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2003-05-01,2010-01-02,3.03,Delivered
1218,Яблоко,6198,67,Фрукты,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2018-06-15,2019-03-13,3.44,Available for Pickup
1219,Monster Energy,4968,192,Напитки,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",2015-09-01,2023-02-07,2.82,Delivered
1220,Патиссон,5665,973,Овощи,Прошел строгий контроль качества на всех этапах производства.,1994-04-03,2022-01-02,0.74,Awaiting Review
1221,Просо,1432,205,Бакалея,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2004-07-16,2028-01-02,0.37,Delivered
1222,Coca-Cola Zero,7093,939,Напитки,"Помогает поддерживать нормальный уровень цистеина, аминокислоты, участвующей в синтезе глутатиона.",2017-06-18,2029-01-05,1.85,Refunded
1223,"Семечки (тыквенные, подсолнечника)",7419,620,Бакалея,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1993-02-07,2000-03-07,2.26,Delivered
1224,Блюдца,2595,14,Товары для дома,Может использоваться в вегетарианской диете как источник белка.,2021-05-13,2026-06-02,2.8,Temporarily Unavailable
1225,Чиа семена,5053,163,Бакалея,Помогает поддерживать нормальный уровень эстрогенов у женщин.,2010-05-01,2027-10-09,2.43,On Backorder
1226,Виноград,6941,733,Фрукты,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",1993-02-05,2002-04-16,4.79,Available for Pickup
1227,Оленина,7180,596,Мясо,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",2017-03-03,2021-09-02,2.32,Out of Stock
1228,Perrier,1764,323,Напитки,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,2003-09-02,2030-04-07,1.09,Awaiting Review
1229,Лимон,7412,711,Фрукты,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,2018-03-15,2030-02-22,1.49,Awaiting Payment
1230,Каша из дробленной манной крупы,5165,353,Бакалея,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2021-01-09,2027-03-10,4.39,Shipping
1231,Самса,5007,740,Мясо,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",2008-01-07,2013-07-01,4.43,Temporarily Unavailable
1232,Патиссон,1958,790,Овощи,Рекомендуется для ежедневного потребления в умеренных количествах.,2007-01-23,2008-01-23,0.08,On Backorder
1233,Burn,3135,714,Напитки,Придает блюдам особую нежность и насыщенность.,2004-04-01,2009-07-02,3.49,Refunded
1234,Кабанятина,4772,246,Мясо,Помогает улучшать качество сна и снижать уровень тревожности.,1990-01-11,2010-01-17,2.79,Available for Pickup
1235,Вода,5726,23,Напитки,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,2006-06-10,2011-03-09,0.09,Awaiting Review
1236,Клюква,6327,445,Фрукты,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2014-01-17,2015-01-09,3.07,Awaiting Review
1237,Верблюжье молоко,687,686,Молочные продукты,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,1992-01-03,2013-01-03,1.22,Cancelled
1238,Гусиные потроха,2476,362,Мясо,Отвечает всем современным стандартам качества и безопасности.,2015-03-01,2017-10-06,1.18,Awaiting Payment
1239,Керчь,9323,711,Напитки,"Богат кальцием, необходимым для укрепления костей и зубов.",1994-01-02,2018-01-18,2.34,New
1240,Мортаделла,6184,239,Мясо,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",2021-05-06,2027-04-03,3.53,Sold
1241,Тэфф,1424,285,Бакалея,Помогает поддерживать здоровье глаз и зрение благодаря содержанию витамина A.,2005-02-03,2019-01-02,4.17,Refunded
1242,Чеснок,7997,789,Овощи,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2017-06-01,2028-03-18,0.65,Awaiting Payment
1243,Чай зеленый,1059,895,Бакалея,"Помогает улучшить состояние волос, ногтей и кожи.",2014-09-07,2021-09-21,0.6,Backorder
1244,Смородина,3226,890,Фрукты,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2012-05-06,2027-04-09,3.44,Pending
1245,Шелковица,7204,115,Фрукты,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,1992-01-01,2013-01-04,4.43,Backorder
1246,Пепперони,7645,898,Мясо,"Помогает улучшить состояние волос, ногтей и кожи.",1998-07-01,2004-03-01,3.73,Available for Pickup
1247,Марциальная вода,7627,747,Напитки,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2008-08-16,2029-01-09,2.71,Sold
1248,Пакеты для косметики,2115,186,Товары для дома,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2016-01-01,2025-01-02,4.17,Backorder
1249,Nestea,9038,983,Напитки,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",1997-05-01,1998-07-15,0.16,New
1250,Балык,9588,709,Мясо,Может использоваться в вегетарианской диете как источник белка.,2020-02-08,2024-05-02,4.93,Backorder
1251,Индюшатина,3658,693,Мясо,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,1991-02-12,2022-01-09,2.4,In Stock
1252,Камамбер,4492,2,Молочные продукты,Является важным элементом спортивного питания для восстановления после тренировок.,2004-11-01,2028-01-03,3.5,Out of Stock
1253,Папайя,9682,466,Фрукты,"Обладает приятным вкусом и мягкой текстурой, что делает его популярным выбором среди потребителей.",2014-02-05,2021-06-08,4.62,Available for Pickup
1254,Моющее средство для посуды,3704,741,Товары для дома,Отличается высокой питательностью и способен быстро утолить голод.,2010-02-14,2024-04-05,3.13,Out of Stock
1255,Морковь,8840,58,Овощи,"Легко усваивается организмом, обеспечивая быстрое насыщение и энергию.",2007-01-06,2024-07-22,3.4,Returned
1256,Пастила,121,648,Бакалея,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2013-03-12,2017-01-02,2.91,Refunded
1257,Сыр,1611,277,Молочные продукты,"Отличается высоким содержанием фосфора, необходимого для здоровья зубов и костей.",1991-11-12,2014-02-20,0.34,Out of Stock
1258,Тимьян сушеный,200,336,Бакалея,Служит основой для создания множества кулинарных шедевров.,2003-02-01,2029-06-04,2.37,Pending
1259,Родники Алтая,305,661,Напитки,Отличается легкостью в переваривании и усвоении организмом.,1993-01-12,2004-04-14,3.41,In Stock
1260,Сушеные грибы,2684,335,Бакалея,Отличается универсальностью применения в кулинарии и пищевой промышленности.,2000-02-24,2020-04-08,1.91,Sold
1261,Растительное масло кукурузное,492,230,Бакалея,Может быть использован в выпечке для придания ей особой пышности и аромата.,2009-10-06,2021-02-14,1.26,Cancelled
1262,Слива,1085,853,Фрукты,"Отличается высоким содержанием катехинов, мощных антиоксидантов, полезных для сердца и сосудов.",2005-08-06,2006-07-03,2.89,Cancelled
1263,Клубника,2004,12,Фрукты,Подходит для использования в рационе людей с повышенным давлением.,2016-02-14,2022-04-04,2.56,Awaiting Payment
1264,Баклажан,9220,753,Овощи,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2008-02-14,2013-03-01,2.42,Out of Stock
1265,Лардон,4175,11,Мясо,Является важным компонентом сбалансированного рациона питания.,2014-05-03,2020-02-04,4.67,Refunded
1266,Геркулес,884,898,Бакалея,"Является источником витаминов группы B, необходимых для энергетического обмена.",2011-01-06,2018-10-10,1.55,Awaiting Review
1267,Любисток сушеный,1707,615,Бакалея,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",2010-02-28,2020-08-03,3.79,Awaiting Payment
1268,Айран,1077,826,Молочные продукты,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",1991-06-04,2013-01-02,4.97,On Backorder
1269,Оленина,3705,846,Мясо,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2022-06-08,2028-10-02,4.79,New
1270,Рулька,8699,423,Мясо,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2022-04-02,2025-02-09,2.23,Delivered
1271,Хамон,4328,964,Мясо,Отличается низкой калорийностью и высоким содержанием белка.,2022-01-03,2025-03-10,4.68,Awaiting Payment
1272,Камамбер,8542,669,Молочные продукты,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2016-10-12,2026-01-25,4.88,Backorder
1273,Фейхоа,9451,409,Фрукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,1996-01-06,2015-02-04,3.36,Cancelled
1274,Белокуриха,4383,799,Напитки,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",1996-01-07,2026-02-03,2.05,Temporarily Unavailable
1275,Слива,5136,688,Фрукты,Отличается хорошей совместимостью с другими продуктами питания.,1990-02-14,2021-02-21,2.24,Delivered
1276,Свекла,172,226,Овощи,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2021-01-23,2030-01-03,2.6,On Backorder
1277,Слива,399,434,Фрукты,Идеален для перекусов между основными приемами пищи.,1995-06-18,1999-05-10,0.16,Shipping
1278,Консервированные бобы,2274,464,Бакалея,Подходит для людей с чувствительным пищеварением.,2020-03-08,2026-01-05,4.14,Available for Pickup
1279,Каша из дробленой пшеницы,1703,734,Бакалея,Улучшает настроение и общее самочувствие благодаря содержанию триптофана.,1992-09-19,2001-08-01,4.83,Refunded
1280,Вилки,850,192,Товары для дома,Помогает поддерживать нормальный уровень триглицеридов в крови.,2001-01-10,2009-04-02,1.31,Delivered
1281,Тыква,2371,271,Овощи,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",1994-02-11,2016-01-03,1.26,Pending
1282,Шумовки,5659,707,Товары для дома,Отличается низким содержанием насыщенных жиров и холестерина.,2007-03-16,2023-02-15,1.19,In Stock
1283,Каша из манной крупы,9913,806,Бакалея,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",2002-02-06,2013-06-07,4.69,Shipping
1284,Кубай,8937,728,Напитки,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,1996-03-09,1997-09-10,3.69,Awaiting Review
1285,Пакеты для Дня Победы,3906,649,Товары для дома,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2020-04-04,2021-07-06,0.1,Shipping
1286,Черника,7482,429,Фрукты,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2004-02-05,2030-02-10,3.5,Shipping
